X,Y,nnb_z
171.81081999999972,-45.556112999999996,2.0
171.91081999999972,-45.556112999999996,1.0
172.0108199999997,-45.556112999999996,1.0
172.1108199999997,-45.556112999999996,1.0
172.2108199999997,-45.556112999999996,1.0
172.3108199999997,-45.556112999999996,1.0
172.4108199999997,-45.556112999999996,1.0
172.51081999999968,-45.556112999999996,1.0
172.61081999999968,-45.556112999999996,1.0
172.71081999999967,-45.556112999999996,1.0
167.31081999999998,-45.456112999999995,2.0
167.41081999999997,-45.456112999999995,3.0
167.51081999999997,-45.456112999999995,3.0
167.61081999999996,-45.456112999999995,3.0
167.71081999999996,-45.456112999999995,3.0
167.81081999999995,-45.456112999999995,3.0
167.91081999999994,-45.456112999999995,3.0
168.01081999999994,-45.456112999999995,3.0
168.11081999999993,-45.456112999999995,3.0
168.21081999999993,-45.456112999999995,3.0
168.31081999999992,-45.456112999999995,3.0
168.41081999999992,-45.456112999999995,3.0
168.5108199999999,-45.456112999999995,3.0
168.6108199999999,-45.456112999999995,3.0
168.7108199999999,-45.456112999999995,3.0
168.8108199999999,-45.456112999999995,3.0
168.9108199999999,-45.456112999999995,3.0
169.01081999999988,-45.456112999999995,3.0
169.11081999999988,-45.456112999999995,3.0
169.21081999999987,-45.456112999999995,3.0
169.31081999999986,-45.456112999999995,1.0
169.41081999999986,-45.456112999999995,1.0
169.51081999999985,-45.456112999999995,1.0
169.61081999999985,-45.456112999999995,2.0
169.71081999999984,-45.456112999999995,2.0
169.81081999999984,-45.456112999999995,2.0
169.91081999999983,-45.456112999999995,2.0
170.01081999999982,-45.456112999999995,2.0
170.11081999999982,-45.456112999999995,2.0
170.2108199999998,-45.456112999999995,2.0
170.3108199999998,-45.456112999999995,2.0
170.4108199999998,-45.456112999999995,2.0
170.5108199999998,-45.456112999999995,2.0
170.6108199999998,-45.456112999999995,2.0
170.71081999999979,-45.456112999999995,2.0
170.81081999999978,-45.456112999999995,2.0
170.91081999999977,-45.456112999999995,2.0
171.01081999999977,-45.456112999999995,2.0
171.11081999999976,-45.456112999999995,2.0
171.21081999999976,-45.456112999999995,2.0
171.31081999999975,-45.456112999999995,2.0
171.41081999999975,-45.456112999999995,2.0
171.51081999999974,-45.456112999999995,2.0
171.61081999999973,-45.456112999999995,2.0
171.71081999999973,-45.456112999999995,2.0
171.81081999999972,-45.456112999999995,1.0
171.91081999999972,-45.456112999999995,1.0
172.0108199999997,-45.456112999999995,1.0
172.1108199999997,-45.456112999999995,1.0
172.2108199999997,-45.456112999999995,1.0
172.3108199999997,-45.456112999999995,1.0
172.4108199999997,-45.456112999999995,1.0
172.51081999999968,-45.456112999999995,1.0
172.61081999999968,-45.456112999999995,1.0
172.71081999999967,-45.456112999999995,1.0
167.31081999999998,-45.35611299999999,2.0
167.41081999999997,-45.35611299999999,2.0
167.51081999999997,-45.35611299999999,2.0
167.61081999999996,-45.35611299999999,3.0
167.71081999999996,-45.35611299999999,3.0
167.81081999999995,-45.35611299999999,3.0
167.91081999999994,-45.35611299999999,3.0
168.01081999999994,-45.35611299999999,3.0
168.11081999999993,-45.35611299999999,3.0
168.21081999999993,-45.35611299999999,3.0
168.31081999999992,-45.35611299999999,3.0
168.41081999999992,-45.35611299999999,3.0
168.5108199999999,-45.35611299999999,3.0
168.6108199999999,-45.35611299999999,3.0
168.7108199999999,-45.35611299999999,3.0
168.8108199999999,-45.35611299999999,3.0
168.9108199999999,-45.35611299999999,3.0
169.01081999999988,-45.35611299999999,3.0
169.11081999999988,-45.35611299999999,3.0
169.21081999999987,-45.35611299999999,1.0
169.31081999999986,-45.35611299999999,1.0
169.41081999999986,-45.35611299999999,1.0
169.51081999999985,-45.35611299999999,1.0
169.61081999999985,-45.35611299999999,2.0
169.71081999999984,-45.35611299999999,2.0
169.81081999999984,-45.35611299999999,2.0
169.91081999999983,-45.35611299999999,2.0
170.01081999999982,-45.35611299999999,2.0
170.11081999999982,-45.35611299999999,2.0
170.2108199999998,-45.35611299999999,2.0
170.3108199999998,-45.35611299999999,2.0
170.4108199999998,-45.35611299999999,2.0
170.5108199999998,-45.35611299999999,2.0
170.6108199999998,-45.35611299999999,2.0
170.71081999999979,-45.35611299999999,2.0
170.81081999999978,-45.35611299999999,2.0
170.91081999999977,-45.35611299999999,2.0
171.01081999999977,-45.35611299999999,2.0
171.11081999999976,-45.35611299999999,2.0
171.21081999999976,-45.35611299999999,2.0
171.31081999999975,-45.35611299999999,2.0
171.41081999999975,-45.35611299999999,2.0
171.51081999999974,-45.35611299999999,2.0
171.61081999999973,-45.35611299999999,2.0
171.71081999999973,-45.35611299999999,2.0
171.81081999999972,-45.35611299999999,1.0
171.91081999999972,-45.35611299999999,1.0
172.0108199999997,-45.35611299999999,1.0
172.1108199999997,-45.35611299999999,1.0
172.2108199999997,-45.35611299999999,1.0
172.3108199999997,-45.35611299999999,1.0
172.4108199999997,-45.35611299999999,1.0
172.51081999999968,-45.35611299999999,1.0
172.61081999999968,-45.35611299999999,1.0
172.71081999999967,-45.35611299999999,1.0
167.31081999999998,-45.25611299999999,2.0
167.41081999999997,-45.25611299999999,2.0
167.51081999999997,-45.25611299999999,2.0
167.61081999999996,-45.25611299999999,2.0
167.71081999999996,-45.25611299999999,3.0
167.81081999999995,-45.25611299999999,3.0
167.91081999999994,-45.25611299999999,3.0
168.01081999999994,-45.25611299999999,3.0
168.11081999999993,-45.25611299999999,3.0
168.21081999999993,-45.25611299999999,3.0
168.31081999999992,-45.25611299999999,3.0
168.41081999999992,-45.25611299999999,3.0
168.5108199999999,-45.25611299999999,3.0
168.6108199999999,-45.25611299999999,3.0
168.7108199999999,-45.25611299999999,3.0
168.8108199999999,-45.25611299999999,3.0
168.9108199999999,-45.25611299999999,3.0
169.01081999999988,-45.25611299999999,3.0
169.11081999999988,-45.25611299999999,1.0
169.21081999999987,-45.25611299999999,1.0
169.31081999999986,-45.25611299999999,1.0
169.41081999999986,-45.25611299999999,1.0
169.51081999999985,-45.25611299999999,2.0
169.61081999999985,-45.25611299999999,2.0
169.71081999999984,-45.25611299999999,2.0
169.81081999999984,-45.25611299999999,2.0
169.91081999999983,-45.25611299999999,2.0
170.01081999999982,-45.25611299999999,2.0
170.11081999999982,-45.25611299999999,2.0
170.2108199999998,-45.25611299999999,2.0
170.3108199999998,-45.25611299999999,2.0
170.4108199999998,-45.25611299999999,2.0
170.5108199999998,-45.25611299999999,2.0
170.6108199999998,-45.25611299999999,2.0
170.71081999999979,-45.25611299999999,2.0
170.81081999999978,-45.25611299999999,2.0
170.91081999999977,-45.25611299999999,2.0
171.01081999999977,-45.25611299999999,2.0
171.11081999999976,-45.25611299999999,2.0
171.21081999999976,-45.25611299999999,2.0
171.31081999999975,-45.25611299999999,2.0
171.41081999999975,-45.25611299999999,2.0
171.51081999999974,-45.25611299999999,2.0
171.61081999999973,-45.25611299999999,2.0
171.71081999999973,-45.25611299999999,1.0
171.81081999999972,-45.25611299999999,1.0
171.91081999999972,-45.25611299999999,1.0
172.0108199999997,-45.25611299999999,1.0
172.1108199999997,-45.25611299999999,1.0
172.2108199999997,-45.25611299999999,1.0
172.3108199999997,-45.25611299999999,1.0
172.4108199999997,-45.25611299999999,1.0
172.51081999999968,-45.25611299999999,1.0
172.61081999999968,-45.25611299999999,1.0
172.71081999999967,-45.25611299999999,1.0
167.31081999999998,-45.15611299999999,2.0
167.41081999999997,-45.15611299999999,2.0
167.51081999999997,-45.15611299999999,2.0
167.61081999999996,-45.15611299999999,2.0
167.71081999999996,-45.15611299999999,2.0
167.81081999999995,-45.15611299999999,1.0
167.91081999999994,-45.15611299999999,3.0
168.01081999999994,-45.15611299999999,3.0
168.11081999999993,-45.15611299999999,3.0
168.21081999999993,-45.15611299999999,3.0
168.31081999999992,-45.15611299999999,3.0
168.41081999999992,-45.15611299999999,3.0
168.5108199999999,-45.15611299999999,3.0
168.6108199999999,-45.15611299999999,3.0
168.7108199999999,-45.15611299999999,3.0
168.8108199999999,-45.15611299999999,3.0
168.9108199999999,-45.15611299999999,1.0
169.01081999999988,-45.15611299999999,1.0
169.11081999999988,-45.15611299999999,1.0
169.21081999999987,-45.15611299999999,1.0
169.31081999999986,-45.15611299999999,1.0
169.41081999999986,-45.15611299999999,1.0
169.51081999999985,-45.15611299999999,2.0
169.61081999999985,-45.15611299999999,2.0
169.71081999999984,-45.15611299999999,2.0
169.81081999999984,-45.15611299999999,2.0
169.91081999999983,-45.15611299999999,2.0
170.01081999999982,-45.15611299999999,2.0
170.11081999999982,-45.15611299999999,2.0
170.2108199999998,-45.15611299999999,2.0
170.3108199999998,-45.15611299999999,2.0
170.4108199999998,-45.15611299999999,2.0
170.5108199999998,-45.15611299999999,2.0
170.6108199999998,-45.15611299999999,2.0
170.71081999999979,-45.15611299999999,2.0
170.81081999999978,-45.15611299999999,2.0
170.91081999999977,-45.15611299999999,2.0
171.01081999999977,-45.15611299999999,2.0
171.11081999999976,-45.15611299999999,2.0
171.21081999999976,-45.15611299999999,2.0
171.31081999999975,-45.15611299999999,2.0
171.41081999999975,-45.15611299999999,2.0
171.51081999999974,-45.15611299999999,2.0
171.61081999999973,-45.15611299999999,1.0
171.71081999999973,-45.15611299999999,1.0
171.81081999999972,-45.15611299999999,1.0
171.91081999999972,-45.15611299999999,1.0
172.0108199999997,-45.15611299999999,1.0
172.1108199999997,-45.15611299999999,1.0
172.2108199999997,-45.15611299999999,1.0
172.3108199999997,-45.15611299999999,1.0
172.4108199999997,-45.15611299999999,1.0
172.51081999999968,-45.15611299999999,1.0
172.61081999999968,-45.15611299999999,1.0
172.71081999999967,-45.15611299999999,1.0
167.31081999999998,-45.05611299999999,1.0
167.41081999999997,-45.05611299999999,2.0
167.51081999999997,-45.05611299999999,2.0
167.61081999999996,-45.05611299999999,2.0
167.71081999999996,-45.05611299999999,2.0
167.81081999999995,-45.05611299999999,1.0
167.91081999999994,-45.05611299999999,1.0
168.01081999999994,-45.05611299999999,3.0
168.11081999999993,-45.05611299999999,3.0
168.21081999999993,-45.05611299999999,3.0
168.31081999999992,-45.05611299999999,3.0
168.41081999999992,-45.05611299999999,3.0
168.5108199999999,-45.05611299999999,3.0
168.6108199999999,-45.05611299999999,3.0
168.7108199999999,-45.05611299999999,3.0
168.8108199999999,-45.05611299999999,1.0
168.9108199999999,-45.05611299999999,1.0
169.01081999999988,-45.05611299999999,1.0
169.11081999999988,-45.05611299999999,1.0
169.21081999999987,-45.05611299999999,1.0
169.31081999999986,-45.05611299999999,1.0
169.41081999999986,-45.05611299999999,1.0
169.51081999999985,-45.05611299999999,2.0
169.61081999999985,-45.05611299999999,2.0
169.71081999999984,-45.05611299999999,2.0
169.81081999999984,-45.05611299999999,2.0
169.91081999999983,-45.05611299999999,2.0
170.01081999999982,-45.05611299999999,2.0
170.11081999999982,-45.05611299999999,2.0
170.2108199999998,-45.05611299999999,2.0
170.3108199999998,-45.05611299999999,2.0
170.4108199999998,-45.05611299999999,2.0
170.5108199999998,-45.05611299999999,2.0
170.6108199999998,-45.05611299999999,2.0
170.71081999999979,-45.05611299999999,2.0
170.81081999999978,-45.05611299999999,2.0
170.91081999999977,-45.05611299999999,2.0
171.01081999999977,-45.05611299999999,2.0
171.11081999999976,-45.05611299999999,2.0
171.21081999999976,-45.05611299999999,2.0
171.31081999999975,-45.05611299999999,2.0
171.41081999999975,-45.05611299999999,2.0
171.51081999999974,-45.05611299999999,2.0
171.61081999999973,-45.05611299999999,1.0
171.71081999999973,-45.05611299999999,1.0
171.81081999999972,-45.05611299999999,1.0
171.91081999999972,-45.05611299999999,1.0
172.0108199999997,-45.05611299999999,1.0
172.1108199999997,-45.05611299999999,1.0
172.2108199999997,-45.05611299999999,1.0
172.3108199999997,-45.05611299999999,1.0
172.4108199999997,-45.05611299999999,1.0
172.51081999999968,-45.05611299999999,1.0
172.61081999999968,-45.05611299999999,1.0
172.71081999999967,-45.05611299999999,1.0
167.31081999999998,-44.95611299999999,1.0
167.41081999999997,-44.95611299999999,1.0
167.51081999999997,-44.95611299999999,2.0
167.61081999999996,-44.95611299999999,2.0
167.71081999999996,-44.95611299999999,2.0
167.81081999999995,-44.95611299999999,2.0
167.91081999999994,-44.95611299999999,1.0
168.01081999999994,-44.95611299999999,1.0
168.11081999999993,-44.95611299999999,2.0
168.21081999999993,-44.95611299999999,2.0
168.31081999999992,-44.95611299999999,2.0
168.41081999999992,-44.95611299999999,2.0
168.5108199999999,-44.95611299999999,1.0
168.6108199999999,-44.95611299999999,1.0
168.7108199999999,-44.95611299999999,1.0
168.8108199999999,-44.95611299999999,1.0
168.9108199999999,-44.95611299999999,1.0
169.01081999999988,-44.95611299999999,1.0
169.11081999999988,-44.95611299999999,1.0
169.21081999999987,-44.95611299999999,1.0
169.31081999999986,-44.95611299999999,1.0
169.41081999999986,-44.95611299999999,2.0
169.51081999999985,-44.95611299999999,2.0
169.61081999999985,-44.95611299999999,2.0
169.71081999999984,-44.95611299999999,2.0
169.81081999999984,-44.95611299999999,2.0
169.91081999999983,-44.95611299999999,2.0
170.01081999999982,-44.95611299999999,2.0
170.11081999999982,-44.95611299999999,2.0
170.2108199999998,-44.95611299999999,2.0
170.3108199999998,-44.95611299999999,2.0
170.4108199999998,-44.95611299999999,2.0
170.5108199999998,-44.95611299999999,2.0
170.6108199999998,-44.95611299999999,2.0
170.71081999999979,-44.95611299999999,2.0
170.81081999999978,-44.95611299999999,2.0
170.91081999999977,-44.95611299999999,2.0
171.01081999999977,-44.95611299999999,2.0
171.11081999999976,-44.95611299999999,2.0
171.21081999999976,-44.95611299999999,2.0
171.31081999999975,-44.95611299999999,2.0
171.41081999999975,-44.95611299999999,2.0
171.51081999999974,-44.95611299999999,1.0
171.61081999999973,-44.95611299999999,1.0
171.71081999999973,-44.95611299999999,1.0
171.81081999999972,-44.95611299999999,1.0
171.91081999999972,-44.95611299999999,1.0
172.0108199999997,-44.95611299999999,1.0
172.1108199999997,-44.95611299999999,1.0
172.2108199999997,-44.95611299999999,1.0
172.3108199999997,-44.95611299999999,1.0
172.4108199999997,-44.95611299999999,1.0
172.51081999999968,-44.95611299999999,1.0
172.61081999999968,-44.95611299999999,1.0
172.71081999999967,-44.95611299999999,1.0
167.31081999999998,-44.856112999999986,1.0
167.41081999999997,-44.856112999999986,1.0
167.51081999999997,-44.856112999999986,1.0
167.61081999999996,-44.856112999999986,1.0
167.71081999999996,-44.856112999999986,2.0
167.81081999999995,-44.856112999999986,2.0
167.91081999999994,-44.856112999999986,2.0
168.01081999999994,-44.856112999999986,1.0
168.11081999999993,-44.856112999999986,2.0
168.21081999999993,-44.856112999999986,2.0
168.31081999999992,-44.856112999999986,2.0
168.41081999999992,-44.856112999999986,2.0
168.5108199999999,-44.856112999999986,1.0
168.6108199999999,-44.856112999999986,1.0
168.7108199999999,-44.856112999999986,1.0
168.8108199999999,-44.856112999999986,1.0
168.9108199999999,-44.856112999999986,1.0
169.01081999999988,-44.856112999999986,1.0
169.11081999999988,-44.856112999999986,1.0
169.21081999999987,-44.856112999999986,1.0
169.31081999999986,-44.856112999999986,1.0
169.41081999999986,-44.856112999999986,2.0
169.51081999999985,-44.856112999999986,2.0
169.61081999999985,-44.856112999999986,2.0
169.71081999999984,-44.856112999999986,2.0
169.81081999999984,-44.856112999999986,2.0
169.91081999999983,-44.856112999999986,2.0
170.01081999999982,-44.856112999999986,2.0
170.11081999999982,-44.856112999999986,2.0
170.2108199999998,-44.856112999999986,2.0
170.3108199999998,-44.856112999999986,2.0
170.4108199999998,-44.856112999999986,2.0
170.5108199999998,-44.856112999999986,2.0
170.6108199999998,-44.856112999999986,2.0
170.71081999999979,-44.856112999999986,2.0
170.81081999999978,-44.856112999999986,2.0
170.91081999999977,-44.856112999999986,2.0
171.01081999999977,-44.856112999999986,2.0
171.11081999999976,-44.856112999999986,2.0
171.21081999999976,-44.856112999999986,2.0
171.31081999999975,-44.856112999999986,2.0
171.41081999999975,-44.856112999999986,1.0
171.51081999999974,-44.856112999999986,1.0
171.61081999999973,-44.856112999999986,1.0
171.71081999999973,-44.856112999999986,1.0
171.81081999999972,-44.856112999999986,1.0
171.91081999999972,-44.856112999999986,1.0
172.0108199999997,-44.856112999999986,1.0
172.1108199999997,-44.856112999999986,1.0
172.2108199999997,-44.856112999999986,1.0
172.3108199999997,-44.856112999999986,1.0
172.4108199999997,-44.856112999999986,1.0
172.51081999999968,-44.856112999999986,1.0
172.61081999999968,-44.856112999999986,1.0
172.71081999999967,-44.856112999999986,1.0
167.31081999999998,-44.756112999999985,1.0
167.41081999999997,-44.756112999999985,1.0
167.51081999999997,-44.756112999999985,1.0
167.61081999999996,-44.756112999999985,1.0
167.71081999999996,-44.756112999999985,1.0
167.81081999999995,-44.756112999999985,2.0
167.91081999999994,-44.756112999999985,2.0
168.01081999999994,-44.756112999999985,1.0
168.11081999999993,-44.756112999999985,1.0
168.21081999999993,-44.756112999999985,1.0
168.31081999999992,-44.756112999999985,2.0
168.41081999999992,-44.756112999999985,1.0
168.5108199999999,-44.756112999999985,1.0
168.6108199999999,-44.756112999999985,1.0
168.7108199999999,-44.756112999999985,1.0
168.8108199999999,-44.756112999999985,1.0
168.9108199999999,-44.756112999999985,1.0
169.01081999999988,-44.756112999999985,1.0
169.11081999999988,-44.756112999999985,1.0
169.21081999999987,-44.756112999999985,1.0
169.31081999999986,-44.756112999999985,2.0
169.41081999999986,-44.756112999999985,2.0
169.51081999999985,-44.756112999999985,2.0
169.61081999999985,-44.756112999999985,2.0
169.71081999999984,-44.756112999999985,2.0
169.81081999999984,-44.756112999999985,2.0
169.91081999999983,-44.756112999999985,2.0
170.01081999999982,-44.756112999999985,2.0
170.11081999999982,-44.756112999999985,2.0
170.2108199999998,-44.756112999999985,2.0
170.3108199999998,-44.756112999999985,2.0
170.4108199999998,-44.756112999999985,2.0
170.5108199999998,-44.756112999999985,2.0
170.6108199999998,-44.756112999999985,2.0
170.71081999999979,-44.756112999999985,2.0
170.81081999999978,-44.756112999999985,2.0
170.91081999999977,-44.756112999999985,2.0
171.01081999999977,-44.756112999999985,2.0
171.11081999999976,-44.756112999999985,2.0
171.21081999999976,-44.756112999999985,2.0
171.31081999999975,-44.756112999999985,2.0
171.41081999999975,-44.756112999999985,1.0
171.51081999999974,-44.756112999999985,1.0
171.61081999999973,-44.756112999999985,1.0
171.71081999999973,-44.756112999999985,1.0
171.81081999999972,-44.756112999999985,1.0
171.91081999999972,-44.756112999999985,1.0
172.0108199999997,-44.756112999999985,1.0
172.1108199999997,-44.756112999999985,1.0
172.2108199999997,-44.756112999999985,1.0
172.3108199999997,-44.756112999999985,1.0
172.4108199999997,-44.756112999999985,1.0
172.51081999999968,-44.756112999999985,1.0
172.61081999999968,-44.756112999999985,1.0
172.71081999999967,-44.756112999999985,1.0
167.31081999999998,-44.65611299999998,1.0
167.41081999999997,-44.65611299999998,1.0
167.51081999999997,-44.65611299999998,1.0
167.61081999999996,-44.65611299999998,1.0
167.71081999999996,-44.65611299999998,1.0
167.81081999999995,-44.65611299999998,1.0
167.91081999999994,-44.65611299999998,1.0
168.01081999999994,-44.65611299999998,2.0
168.11081999999993,-44.65611299999998,1.0
168.21081999999993,-44.65611299999998,1.0
168.31081999999992,-44.65611299999998,1.0
168.41081999999992,-44.65611299999998,1.0
168.5108199999999,-44.65611299999998,1.0
168.6108199999999,-44.65611299999998,7.0
168.7108199999999,-44.65611299999998,1.0
168.8108199999999,-44.65611299999998,1.0
168.9108199999999,-44.65611299999998,1.0
169.01081999999988,-44.65611299999998,1.0
169.11081999999988,-44.65611299999998,1.0
169.21081999999987,-44.65611299999998,1.0
169.31081999999986,-44.65611299999998,2.0
169.41081999999986,-44.65611299999998,2.0
169.51081999999985,-44.65611299999998,2.0
169.61081999999985,-44.65611299999998,2.0
169.71081999999984,-44.65611299999998,2.0
169.81081999999984,-44.65611299999998,2.0
169.91081999999983,-44.65611299999998,2.0
170.01081999999982,-44.65611299999998,2.0
170.11081999999982,-44.65611299999998,2.0
170.2108199999998,-44.65611299999998,2.0
170.3108199999998,-44.65611299999998,2.0
170.4108199999998,-44.65611299999998,2.0
170.5108199999998,-44.65611299999998,2.0
170.6108199999998,-44.65611299999998,2.0
170.71081999999979,-44.65611299999998,2.0
170.81081999999978,-44.65611299999998,2.0
170.91081999999977,-44.65611299999998,2.0
171.01081999999977,-44.65611299999998,2.0
171.11081999999976,-44.65611299999998,2.0
171.21081999999976,-44.65611299999998,2.0
171.31081999999975,-44.65611299999998,1.0
171.41081999999975,-44.65611299999998,1.0
171.51081999999974,-44.65611299999998,1.0
171.61081999999973,-44.65611299999998,1.0
171.71081999999973,-44.65611299999998,1.0
171.81081999999972,-44.65611299999998,1.0
171.91081999999972,-44.65611299999998,1.0
172.0108199999997,-44.65611299999998,1.0
172.1108199999997,-44.65611299999998,1.0
172.2108199999997,-44.65611299999998,1.0
172.3108199999997,-44.65611299999998,1.0
172.4108199999997,-44.65611299999998,1.0
172.51081999999968,-44.65611299999998,1.0
172.61081999999968,-44.65611299999998,1.0
172.71081999999967,-44.65611299999998,1.0
167.31081999999998,-44.55611299999998,1.0
167.41081999999997,-44.55611299999998,1.0
167.51081999999997,-44.55611299999998,1.0
167.61081999999996,-44.55611299999998,1.0
167.71081999999996,-44.55611299999998,1.0
167.81081999999995,-44.55611299999998,1.0
167.91081999999994,-44.55611299999998,1.0
168.01081999999994,-44.55611299999998,1.0
168.11081999999993,-44.55611299999998,1.0
168.21081999999993,-44.55611299999998,1.0
168.31081999999992,-44.55611299999998,1.0
168.41081999999992,-44.55611299999998,1.0
168.5108199999999,-44.55611299999998,7.0
168.6108199999999,-44.55611299999998,7.0
168.7108199999999,-44.55611299999998,1.0
168.8108199999999,-44.55611299999998,1.0
168.9108199999999,-44.55611299999998,1.0
169.01081999999988,-44.55611299999998,1.0
169.11081999999988,-44.55611299999998,1.0
169.21081999999987,-44.55611299999998,1.0
169.31081999999986,-44.55611299999998,2.0
169.41081999999986,-44.55611299999998,2.0
169.51081999999985,-44.55611299999998,2.0
169.61081999999985,-44.55611299999998,2.0
169.71081999999984,-44.55611299999998,2.0
169.81081999999984,-44.55611299999998,2.0
169.91081999999983,-44.55611299999998,2.0
170.01081999999982,-44.55611299999998,2.0
170.11081999999982,-44.55611299999998,2.0
170.2108199999998,-44.55611299999998,2.0
170.3108199999998,-44.55611299999998,2.0
170.4108199999998,-44.55611299999998,2.0
170.5108199999998,-44.55611299999998,2.0
170.6108199999998,-44.55611299999998,2.0
170.71081999999979,-44.55611299999998,2.0
170.81081999999978,-44.55611299999998,2.0
170.91081999999977,-44.55611299999998,2.0
171.01081999999977,-44.55611299999998,2.0
171.11081999999976,-44.55611299999998,2.0
171.21081999999976,-44.55611299999998,1.0
171.31081999999975,-44.55611299999998,1.0
171.41081999999975,-44.55611299999998,1.0
171.51081999999974,-44.55611299999998,1.0
171.61081999999973,-44.55611299999998,1.0
171.71081999999973,-44.55611299999998,1.0
171.81081999999972,-44.55611299999998,1.0
171.91081999999972,-44.55611299999998,1.0
172.0108199999997,-44.55611299999998,1.0
172.1108199999997,-44.55611299999998,1.0
172.2108199999997,-44.55611299999998,1.0
172.3108199999997,-44.55611299999998,1.0
172.4108199999997,-44.55611299999998,1.0
172.51081999999968,-44.55611299999998,1.0
172.61081999999968,-44.55611299999998,1.0
172.71081999999967,-44.55611299999998,1.0
167.31081999999998,-44.45611299999998,1.0
167.41081999999997,-44.45611299999998,1.0
167.51081999999997,-44.45611299999998,1.0
167.61081999999996,-44.45611299999998,1.0
167.71081999999996,-44.45611299999998,1.0
167.81081999999995,-44.45611299999998,1.0
167.91081999999994,-44.45611299999998,1.0
168.01081999999994,-44.45611299999998,1.0
168.11081999999993,-44.45611299999998,1.0
168.21081999999993,-44.45611299999998,1.0
168.31081999999992,-44.45611299999998,1.0
168.41081999999992,-44.45611299999998,7.0
168.5108199999999,-44.45611299999998,7.0
