gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
844880965	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128805	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Carney's Creek, Havelock Catchment	Canterbury	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-43.470345	170.68307							1989-03-16	16	3	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128805				CC_BY_4_0		obsr292791			2024-04-17T08:45:12.536Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844880503	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128817	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Plateau Creek	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-45.23094	167.52716							1989-10-31	31	10	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128817				CC_BY_4_0		obsr292791			2024-04-17T08:44:34.071Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844880492	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128879	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Mackinnon Pass, Milf Tr	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.802437	167.77275							1989-11-16	16	11	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128879				CC_BY_4_0		obsr292791			2024-04-17T09:03:44.302Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844880484	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128773	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Zora Creek, Landsborough	West Coast	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-43.762825	169.82483							1989-02-14	14	2	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128773				CC_BY_4_0		obsr292791			2024-04-17T08:44:47.527Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844880463	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128763	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	On Top Of Mt Beaky	Canterbury	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-42.97735	171.54457							1989-01-28	28	1	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128763				CC_BY_4_0		obsr292791			2024-04-17T08:44:30.844Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844879968	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128866	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Dana Peaks	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-45.21509	167.58878							1989-11-11	11	11	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128866				CC_BY_4_0		obsr292791			2024-04-17T08:48:38.873Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844879964	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128865	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Mystery Burn/Takahe Vally	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-45.28686	167.58078							1989-11-11	11	11	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128865				CC_BY_4_0		obsr292791			2024-04-17T08:48:55.555Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844879960	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128873	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Lonely Lake	Tasman	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-40.978043	172.55818							1989-11-14	14	11	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128873				CC_BY_4_0		obsr292791			2024-04-17T09:04:02.049Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844879957	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128769	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Waimak Col	Canterbury	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-42.89574	171.49997							1989-02-05	5	2	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128769				CC_BY_4_0		obsr292791			2024-04-17T08:45:12.786Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844879951	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128876	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Wisely/McKenzie	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-45.205723	167.4649							1989-11-15	15	11	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128876				CC_BY_4_0		obsr292791			2024-04-17T09:02:54.427Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844879949	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128812	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Arthurs Pass, Upper Otira	Canterbury	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-42.91194	171.49957							1989-08-15	15	8	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128812				CC_BY_4_0		obsr292791			2024-04-17T08:45:26.270Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844879947	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128821	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Lake Edge Plateau Creek	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-45.26029	167.53346							1989-11-03	3	11	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128821				CC_BY_4_0		obsr292791			2024-04-17T08:45:02.200Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844879923	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128762	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	White River	Canterbury	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-42.994152	171.38841							1989-01-26	26	1	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128762				CC_BY_4_0		obsr292791			2024-04-17T08:44:50.773Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844879922	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128802	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	East Edwards River	Canterbury	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-42.94452	171.65688							1989-03-08	8	3	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128802				CC_BY_4_0		obsr292791			2024-04-17T09:50:25.514Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844879921	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128751	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Eyre Peak	Otago	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-45.324055	168.45972							1989-01-01	1	1	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128751				CC_BY_4_0		obsr292791			2024-04-17T08:44:25.580Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844879919	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128771	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Big Tops	West Coast	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-42.812687	171.70132							1989-02-12	12	2	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128771				CC_BY_4_0		obsr292791			2024-04-17T08:44:45.595Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844879403	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128774	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Ariels Tarns	West Coast	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-42.936844	171.41074							1989-02-16	16	2	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128774				CC_BY_4_0		obsr292791			2024-04-17T08:44:46.238Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844879402	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128881	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Adelaide Tarn, Nw Nelson	Tasman	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-40.939293	172.55013							1989-11-16	16	11	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128881				CC_BY_4_0		obsr292791			2024-04-17T09:03:23.707Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844879367	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128761	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Upper Waimakariri River	Canterbury	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-42.92845	171.45506							1989-01-25	25	1	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128761				CC_BY_4_0		obsr292791			2024-04-17T08:44:49.221Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844878890	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128778	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Mueller Hut, Mt Cook	Canterbury	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-43.719685	170.06429							1989-03-04	4	3	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128778				CC_BY_4_0		obsr292791			2024-04-17T08:45:22.059Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844878888	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128768	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Waimak Falls	Canterbury	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-42.92875	171.47711							1989-02-03	3	2	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128768				CC_BY_4_0		obsr292791			2024-04-17T08:44:57.511Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844878850	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128814	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Otira Gorge	West Coast	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-42.896217	171.5367							1989-09-03	3	9	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128814				CC_BY_4_0		obsr292791			2024-04-17T08:45:26.690Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844878849	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128880	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	McKinnon Pass	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.802326	167.77286							1989-11-16	16	11	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128880				CC_BY_4_0		obsr292791			2024-04-17T09:03:28.836Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844878326	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128777	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Glacier Valley	Otago	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.8221	168.29164							1989-03-01	1	3	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128777				CC_BY_4_0		obsr292791			2024-04-17T08:45:26.269Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844878305	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128826	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Homer Tunnel Area (?)	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.765102	167.98746							1989-11-04	4	11	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128826				CC_BY_4_0		obsr292791			2024-04-17T08:45:40.496Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844878301	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128864	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Mystery Burn/Takahe Valley	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-45.287086	167.58035							1989-11-11	11	11	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128864				CC_BY_4_0		obsr292791			2024-04-17T08:48:55.253Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844877823	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128754	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Symmetry Peak (SE of)	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-45.28803	168.58101							1989-01-01	1	1	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128754				CC_BY_4_0		obsr292791			2024-04-17T08:45:53.445Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844877819	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128759	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Paringa Head Waters	West Coast	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-43.835358	169.59079							1989-01-25	25	1	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128759				CC_BY_4_0		obsr292791			2024-04-17T08:44:55.038Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844877815	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128752	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Whitbourn Valley Floor	Otago	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.49263	168.5283							1989-01-01	1	1	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128752				CC_BY_4_0		obsr292791			2024-04-17T08:45:59.319Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844877795	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128815	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Arthurs Pass, Upper Otira	Canterbury	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-42.91194	171.49957							1989-09-04	4	9	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128815				CC_BY_4_0		obsr292791			2024-04-17T08:44:35.286Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844877794	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128877	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Mystery Burn/Takahe Vally	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-45.28686	167.58078							1989-11-16	16	11	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128877				CC_BY_4_0		obsr292791			2024-04-17T09:03:47.715Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844877328	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128804	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Carney's Creek	Canterbury	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-43.470913	170.68222							1989-03-16	16	3	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128804				CC_BY_4_0		obsr292791			2024-04-17T08:45:12.787Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844877326	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128950	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Woodrow Faces	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-45.176212	167.45343							1989-11-17	17	11	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128950				CC_BY_4_0		obsr292791			2024-04-17T09:50:27.634Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844877325	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128870	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Miller Peaks	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-45.267975	167.45699							1989-11-14	14	11	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128870				CC_BY_4_0		obsr292791			2024-04-17T09:49:37.645Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844877321	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128810	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Upper Otira Valley	Canterbury	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-42.912247	171.52284							1989-04-25	25	4	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128810				CC_BY_4_0		obsr292791			2024-04-17T08:44:33.224Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844877318	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128808	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Taipoiti River	West Coast	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-42.944942	171.41054							1989-04-04	4	4	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128808				CC_BY_4_0		obsr292791			2024-04-17T08:44:37.963Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844877317	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128753	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Whitbourn Valley floor	Otago	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-44.49263	168.5283							1989-01-01	1	1	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128753				CC_BY_4_0		obsr292791			2024-04-17T08:45:56.655Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844877297	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128878	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Mystery Burn/Takahe Valley	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-45.287086	167.58035							1989-11-16	16	11	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128878				CC_BY_4_0		obsr292791			2024-04-17T09:05:12.292Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
844876816	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS148128824	Animalia	Chordata	Aves	Passeriformes	Acanthisittidae	Xenicus	Xenicus gilviventris		SPECIES	Xenicus gilviventris Pelzeln, 1867	Xenicus gilviventris		NZ	Robin Saddle	Southland	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	-45.204388	167.3461							1989-11-04	4	11	1989	2484583	2484583	HUMAN_OBSERVATION	CLO	EBIRD	OBS148128824				CC_BY_4_0		obsr292791			2024-04-17T08:45:06.789Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
