GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS2353541573	2024-07-30 17:08:09.705801	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW9	L35328756	P	-44.1934970	168.9660400	2021-01-26		obsr6143070	S189583141	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2021 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542569	2024-07-30 17:08:14.867102	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU5	L35328910	P	-44.4290937	168.6612441	2021-01-25		obsr6143070	S189583997	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2021 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541620	2024-07-30 17:08:09.871954	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW13	L35328767	P	-44.1844740	168.9794740	2021-01-25		obsr6143070	S189583188	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2021 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541551	2024-07-30 17:08:09.612862	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW17	L35328752	P	-44.1806490	168.9816080	2021-01-25		obsr6143070	S189583118	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2021 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541560	2024-07-30 17:08:09.658977	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW6	L35328754	P	-44.1886840	168.9666430	2021-01-25		obsr6143070	S189583127	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2021 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541561	2024-07-30 17:08:09.662099	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW6	L35328754	P	-44.1886840	168.9666430	2021-01-26		obsr6143070	S189583128	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2021 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542570	2024-07-30 17:08:14.870498	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU5	L35328910	P	-44.4290937	168.6612441	2021-01-26		obsr6143070	S189583998	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2021 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541572	2024-07-30 17:08:09.702681	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW9	L35328756	P	-44.1934970	168.9660400	2021-01-25		obsr6143070	S189583140	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2021 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541619	2024-07-30 17:08:09.865845	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW13	L35328767	P	-44.1844740	168.9794740	2021-01-24		obsr6143070	S189583187	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2021 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541501	2024-07-30 17:08:09.415228	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDM14	Scott Basin SCOTT17	L35328739	P	-44.7692392	168.2735437	2021-01-16		obsr6143070	S189583068	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Scott Basin2021 1080_treeline+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541567	2024-07-30 17:08:09.687012	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW8	L35328755	P	-44.1912180	168.9672210	2021-01-26		obsr6143070	S189583134	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2021 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541552	2024-07-30 17:08:09.619246	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW17	L35328752	P	-44.1806490	168.9816080	2021-01-26		obsr6143070	S189583119	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2021 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542575	2024-07-30 17:08:14.890929	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU6	L35328911	P	-44.4315952	168.6659459	2021-01-25		obsr6143070	S189584003	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2021 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541611	2024-07-30 17:08:09.841058	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW20	L35328764	P	-44.1835510	168.9801600	2021-01-25		obsr6143070	S189583179	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2021 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541613	2024-07-30 17:08:09.847152	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW18	L35328765	P	-44.1810310	168.9763040	2021-01-25		obsr6143070	S189583181	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2021 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542576	2024-07-30 17:08:14.895494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU6	L35328911	P	-44.4315952	168.6659459	2021-01-26		obsr6143070	S189584004	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2021 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542579	2024-07-30 17:08:14.906498	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU3	L35328912	P	-44.4285140	168.6512242	2021-01-26		obsr6143070	S189584007	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2021 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541621	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				5					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW13	L35328767	P	-44.1844740	168.9794740	2021-01-26		obsr6143070	S189583189	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Newland Stream2021 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS1095018810	2022-10-20 05:10:11.312938	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	Auto selected -44.42867, 168.69464	L14036186	P	-44.4286680	168.6946420	2021-02-25	13:22:00	obsr1014362	S83415224	Traveling	P22	EBIRD_ATL_NZ	30	0.228		1	1		0	1	0			Male and female pair	
URN:CornellLabOfOrnithology:EBIRD:OBS1095032507	2021-03-14 17:51:08.333107	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDJ18	Te Wahipounamu, Skippers NZ-Otago -44.53277, 168.80281	L14036331	P	-44.5327670	168.8028060	2021-02-16	18:56:00	obsr1014362	S83415891	Traveling	P22	EBIRD_ATL_NZ	11	0.218		1	1		0	1	0			Male, seen with binoculars and heard. If there is a bird I am sure of it is a rock wren - I worked with them for two seasons, 1880m!	
URN:CornellLabOfOrnithology:EBIRD:OBS1251692115	2021-10-06 22:16:19.825824	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDJ18	Z147	L16564792	P	-44.5417153	168.7961383	2021-02-16		obsr2321878	S95701365	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0			male, at 1880m! On ridge to fog peak	
URN:CornellLabOfOrnithology:EBIRD:OBS1095027225	2021-03-14 17:42:42.536594	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	Auto selected -44.42861, 168.69352	L14036181	P	-44.4286100	168.6935240	2021-02-26	07:31:00	obsr1014362	S83415211	Traveling	P22	EBIRD_ATL_NZ	30	0.413		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1095007970	2021-03-14 17:42:30.218813	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	Auto selected -44.43137, 168.68869	L14036175	P	-44.4313680	168.6886860	2021-02-26	11:58:00	obsr1014362	S83415196	Traveling	P22	EBIRD_ATL_NZ	23	0.527		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1106101241	2021-09-05 16:28:16.578091	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				22					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDG19	Wonderland Basin, Upper Wilkin	L14201240	P	-44.2162589	168.9477010	2021-02-19	09:00:00	obsr662115	S84315886	Traveling	P22	EBIRD_ATL_NZ	420	4.000		3	1		1	1	1		Aspring Biodiversity Trust Rock Wren Monitoring Survey		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542779	2024-07-30 17:08:15.587363	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU28	L35328968	P	-44.4297999	168.7110801	2021-03-24		obsr6143070	S189584208	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2021 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542788	2024-07-30 17:08:15.616488	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU24	L35328970	P	-44.4321764	168.6926886	2021-03-24		obsr6143070	S189584217	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2021 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542769	2024-07-30 17:08:15.553625	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU32	L35328966	P	-44.4305666	168.6576046	2021-03-23		obsr6143070	S189584198	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2021 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542770	2024-07-30 17:08:15.557045	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU32	L35328966	P	-44.4305666	168.6576046	2021-03-24		obsr6143070	S189584199	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2021 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542774	2024-07-30 17:08:15.570882	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU25	L35328967	P	-44.4313602	168.6975354	2021-03-24		obsr6143070	S189584203	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2021 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542763	2024-07-30 17:08:15.535286	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU16	L35328963	P	-44.4332055	168.7075639	2021-03-23		obsr6143070	S189584192	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2021 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542754	2024-07-30 17:08:15.500977	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU19	L35328961	P	-44.4316448	168.7134576	2021-03-24		obsr6143070	S189584183	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2021 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542767	2024-07-30 17:08:15.54757	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU31	L35328965	P	-44.4300879	168.6658439	2021-03-24		obsr6143070	S189584196	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2021 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542760	2024-07-30 17:08:15.525677	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU20	L35328962	P	-44.4339877	168.7037122	2021-03-23		obsr6143070	S189584189	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2021 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542766	2024-07-30 17:08:15.544568	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU31	L35328965	P	-44.4300879	168.6658439	2021-03-23		obsr6143070	S189584195	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2021 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS1251692794	2021-10-06 22:16:19.825824	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDL17	X149	L16564822	P	-44.6779822	168.5842990	2021-03-13		obsr2321878	S95701625	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0			seen ~100m away from BIRD before count.	
URN:CornellLabOfOrnithology:EBIRD:OBS2353542765	2024-07-30 17:08:15.54162	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU21	L35328964	P	-44.4334137	168.7025734	2021-03-23		obsr6143070	S189584194	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2021 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542753	2024-07-30 17:08:15.493908	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU19	L35328961	P	-44.4316448	168.7134576	2021-03-23		obsr6143070	S189584182	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2021 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542773	2024-07-30 17:08:15.567642	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU25	L35328967	P	-44.4313602	168.6975354	2021-03-23		obsr6143070	S189584202	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2021 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS1251692779	2021-10-06 22:16:19.825824	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDL17	X149	L16564822	P	-44.6779822	168.5842990	2021-03-12		obsr2321878	S95701613	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0			seen on way to plot	
URN:CornellLabOfOrnithology:EBIRD:OBS2353542782	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				6					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU27	L35328969	P	-44.4280709	168.7129781	2021-03-24		obsr6143070	S189584211	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		West Matukituki2021 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542792	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				6					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU26	L35328971	P	-44.4271298	168.7051954	2021-03-24		obsr6143070	S189584221	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		West Matukituki2021 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS1378227650	2022-03-30 04:53:56.464188	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDL15	Mount Earnslaw, Otago, NZ (-44.67, 168.404)	L18303394	P	-44.6696649	168.4040552	2021-11-11	15:02:00	obsr1392623	S105878502	Stationary	P21	EBIRD_ATL_NZ	11			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1596430099	2023-01-07 15:58:52.770276	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				5					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDE23	AF141	L22040737	P	-44.1305357	169.4257070	2021-11-24		obsr2321878	S125268537	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1			[2x2km]. [Number observed: 5 EST]. When climbing Mt Kaye. Seen 3, heard 2 more in 2 separate locations.	
URN:CornellLabOfOrnithology:EBIRD:OBS1305658600	2021-12-29 22:23:10.679184	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF20	Crucible Lake moraine near outlet	L17244808	P	-44.1749570	169.0076360	2021-12-29	13:45:00	obsr969360	S99667610	Stationary	P21	EBIRD_ATL_NZ	30			1	1		0	1	0			Seen. On rocks near outflow of Crucible Lake.	
URN:CornellLabOfOrnithology:EBIRD:OBS2353542793	2024-07-30 17:08:15.632549	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU26	L35328971	P	-44.4271298	168.7051954	2022-01-20		obsr6143070	S189584222	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2022 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542810	2024-07-30 17:08:15.69016	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU2	L35328977	P	-44.4288310	168.6479719	2022-01-20		obsr6143070	S189584239	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2022 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542761	2024-07-30 17:08:15.528833	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU20	L35328962	P	-44.4339877	168.7037122	2022-01-20		obsr6143070	S189584190	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2022 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542571	2024-07-30 17:08:14.873536	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU5	L35328910	P	-44.4290937	168.6612441	2022-01-21		obsr6143070	S189583999	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2022 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542776	2024-07-30 17:08:15.577443	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU25	L35328967	P	-44.4313602	168.6975354	2022-01-21		obsr6143070	S189584205	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2022 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542794	2024-07-30 17:08:15.636124	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDI17	West Matukituki WMATU26	L35328971	P	-44.4271298	168.7051954	2022-01-22		obsr6143070	S189584223	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		West Matukituki2022 1080_treeline_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542826	2024-07-30 17:08:15.74624	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW19	L35328986	P	-44.1818550	168.9763070	2022-01-25		obsr6143070	S189584255	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2022 control_beech		
