GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS707169776	2021-03-30 04:10:04.870803	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				14					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070					Crucible Basin	L8565135	P	-44.1759709	169.0080836	2019-02-04	07:30:00	obsr662115	S52422891	Historical	P62	EBIRD	1020			2	1		1	1	1		Observations during installation of remote trap monitoring system to aid predator control for rock wren protection	juveniles noted	
URN:CornellLabOfOrnithology:EBIRD:OBS1052524418	2024-01-04 15:28:48.933069	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070					Mount Aspiring NP -- French Ridge Hut	L3061988	H	-44.4345522	168.6830869	2019-02-14		obsr1175006	S79309675	Historical	P62	EBIRD					0		1	1	1		Around hut and walk back down	Female around hut area	
URN:CornellLabOfOrnithology:EBIRD:OBS713720051	2021-04-02 05:56:45.282518	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				5					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070					Upper Lucidus/ Castalia	L8228676	P	-44.2265536	168.9172833	2019-02-17	08:00:00	obsr662115	S52984547	Historical	P62	EBIRD				3	1		1	1	1		Observations during installation of remote trap monitoring equipment to aid rock wren predator control		
URN:CornellLabOfOrnithology:EBIRD:OBS1131331379	2021-04-25 18:07:23.195211	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				4					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDL13	Valley of the Trolls	L14601248	P	-44.7124590	168.1760510	2019-04-22	16:40:00	obsr969360	S86306897	Incidental	P20	EBIRD_ATL_NZ				4	0		0	1	1		Seen whilst tramping	Valley of the Trolls amongst large boulders	
URN:CornellLabOfOrnithology:EBIRD:OBS751229320	2022-10-20 04:56:11.554493	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				10				Female, Adult (3); Unknown Sex, Adult (1); Unknown Sex, Immature (1); Unknown Sex and Age (2); Male, Adult (3)	New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070					Crucible Basin	L8565135	P	-44.1759709	169.0080836	2019-05-01	08:00:00	obsr662115	S55814909	Historical	P62	EBIRD	480				1		0	1	1		ABT observations during invasive mammal trap servicing for rock wren protection	records from call and sightings	
URN:CornellLabOfOrnithology:EBIRD:OBS840194226	2021-02-25 09:24:00.458055	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070					Makarora headwaters	L9536594	P	-44.1112477	169.4392157	2019-05-20	11:50:00	obsr1370884	S62470475	Incidental	P20	EBIRD				2	0		0	1	1			One solitary female observed among boulders. A male/female pair seen nearby towards bushline	
URN:CornellLabOfOrnithology:EBIRD:OBS815400060	2021-03-30 04:10:04.870803	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				4	P 	C3	P 		New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF20	Crucible Basin	L8565135	P	-44.1759709	169.0080836	2019-10-06	10:00:00	obsr662115	S60469079	Traveling	P22	EBIRD_ATL_NZ	1080	3.000		2	1		0	1	1		observations during invasive mammal trap servicing and replacement upgrade	Two pairs noted, snow cover still high limiting usual rock wren activity closer to the lake. Regularly monitored population by Aspiring Biodiversity Trust.	
URN:CornellLabOfOrnithology:EBIRD:OBS989634700	2024-01-13 19:00:55.752666	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070					Routeburn Track--Routeburn Falls Hut	L6476435	H	-44.7259976	168.1993846	2019-11-26	08:00:00	obsr1201618	S74307569	Incidental	P20	EBIRD				2	0		0	1	1			seen after Falls hut, jumping around on rocks near to track	
URN:CornellLabOfOrnithology:EBIRD:OBS841850042	2021-02-25 09:19:20.210021	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070					NZ-Otago-Mount Aspiring National Park (-44.5361,168.5571)	L10342452	P	-44.5360890	168.5571060	2019-12-22	11:00:00	obsr1226506	S62603384	Incidental	P20	EBIRD				1	0		0	1	1			Very small bird, yellowish plumage, no tail. Was standing on rock on Rees-Dart track. When disturbed, hopped further up track. Eventually flew short distance into vegetation off track	
URN:CornellLabOfOrnithology:EBIRD:OBS2353541557	2024-07-30 17:08:09.646709	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW12	L35328753	P	-44.1863680	168.9757450	2020-01-21		obsr6143070	S189583124	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2020 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541556	2024-07-30 17:08:09.64346	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW12	L35328753	P	-44.1863680	168.9757450	2020-01-19		obsr6143070	S189583123	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2020 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS1103409485	2021-03-25 21:33:28.66579	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDG19	AA143	L13918249	P	-44.2577019	168.9166113	2020-01-15	11:19:00	obsr2321878	S84099932	Stationary	P21	EBIRD_ATL_NZ	5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2353541615	2024-07-30 17:08:09.853803	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF20	Newland Stream NEW14	L35328766	P	-44.1831900	168.9854180	2020-01-21		obsr6143070	S189583183	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2020 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541571	2024-07-30 17:08:09.699597	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW9	L35328756	P	-44.1934970	168.9660400	2020-01-21		obsr6143070	S189583139	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2020 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS1103421376	2022-10-20 05:00:03.553638	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDG24	AG143	L13918491	P	-44.2774773	169.5171669	2020-01-15		obsr2321878	S84102350	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0			[2x2km] At camp	
URN:CornellLabOfOrnithology:EBIRD:OBS2353541499	2024-07-30 17:08:09.407488	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDM14	Scott Basin SCOTT17	L35328739	P	-44.7692392	168.2735437	2020-01-15		obsr6143070	S189583066	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Scott Basin2020 1080_treeline_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541576	2024-07-30 17:08:09.716382	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW5	L35328757	P	-44.1869280	168.9692760	2020-01-19		obsr6143070	S189583144	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2020 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541479	2024-07-30 17:08:09.330996	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDM14	Scott Basin SCOTT18	L35328733	P	-44.7720470	168.2752604	2020-01-16		obsr6143070	S189583045	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Scott Basin2020 1080_treeline_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541480	2024-07-30 17:08:09.334325	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				3					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDM14	Scott Basin SCOTT19	L35328734	P	-44.7700616	168.2779627	2020-01-14		obsr6143070	S189583046	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Scott Basin2020 1080_treeline_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541612	2024-07-30 17:08:09.844036	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW18	L35328765	P	-44.1810310	168.9763040	2020-01-21		obsr6143070	S189583180	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2020 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541481	2024-07-30 17:08:09.337513	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDM14	Scott Basin SCOTT15	L35328735	P	-44.7755634	168.2684516	2020-01-14		obsr6143070	S189583047	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Scott Basin2020 1080_treeline_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541608	2024-07-30 17:08:09.830976	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF20	Newland Stream NEW16	L35328763	P	-44.1819340	168.9843590	2020-01-21		obsr6143070	S189583176	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2020 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541476	2024-07-30 17:08:09.317179	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDM14	Scott Basin SCOTT16	L35328732	P	-44.7730582	168.2701226	2020-01-16		obsr6143070	S189583042	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Scott Basin2020 1080_treeline_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541477	2024-07-30 17:08:09.323673	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDM14	Scott Basin SCOTT18	L35328733	P	-44.7720470	168.2752604	2020-01-14		obsr6143070	S189583043	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Scott Basin2020 1080_treeline_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS1103415378	2021-03-25 21:33:28.66579	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDG19	AA143	L13918249	P	-44.2577019	168.9166113	2020-01-15	11:10:00	obsr2321878	S84101107	Stationary	P21	EBIRD_ATL_NZ	5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2353541475	2024-07-30 17:08:09.295403	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDM14	Scott Basin SCOTT16	L35328732	P	-44.7730582	168.2701226	2020-01-14		obsr6143070	S189583040	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Scott Basin2020 1080_treeline_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541618	2024-07-30 17:08:09.862758	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW13	L35328767	P	-44.1844740	168.9794740	2020-01-21		obsr6143070	S189583186	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2020 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541559	2024-07-30 17:08:09.655788	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW6	L35328754	P	-44.1886840	168.9666430	2020-01-19		obsr6143070	S189583126	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2020 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541565	2024-07-30 17:08:09.680923	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW8	L35328755	P	-44.1912180	168.9672210	2020-01-19		obsr6143070	S189583132	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2020 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541550	2024-07-30 17:08:09.60607	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW17	L35328752	P	-44.1806490	168.9816080	2020-01-21		obsr6143070	S189583117	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2020 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541500	2024-07-30 17:08:09.412144	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDM14	Scott Basin SCOTT17	L35328739	P	-44.7692392	168.2735437	2020-01-16		obsr6143070	S189583067	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Scott Basin2020 1080_treeline+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541577	2024-07-30 17:08:09.719799	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW5	L35328757	P	-44.1869280	168.9692760	2020-01-21		obsr6143070	S189583145	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2020 1080_treeline_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541478	2024-07-30 17:08:09.327068	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDM14	Scott Basin SCOTT18	L35328733	P	-44.7720470	168.2752604	2020-01-15		obsr6143070	S189583044	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Scott Basin2020 1080_treeline_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541483	2024-07-30 17:08:09.343893	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDM14	Scott Basin SCOTT15	L35328735	P	-44.7755634	168.2684516	2020-01-17		obsr6143070	S189583049	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Scott Basin2020 1080_treeline+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541610	2024-07-30 17:08:09.837335	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW20	L35328764	P	-44.1835510	168.9801600	2020-01-21		obsr6143070	S189583178	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2020 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541485	2024-07-30 17:08:09.361695	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDM14	Scott Basin SCOTT13	L35328736	P	-44.7815434	168.2728536	2020-01-14		obsr6143070	S189583051	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Scott Basin2020 1080_treeline_beechgap		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541566	2024-07-30 17:08:09.683959	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW8	L35328755	P	-44.1912180	168.9672210	2020-01-21		obsr6143070	S189583133	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2020 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541482	2024-07-30 17:08:09.340672	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDM14	Scott Basin SCOTT15	L35328735	P	-44.7755634	168.2684516	2020-01-16		obsr6143070	S189583048	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Scott Basin2020 1080_treeline+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541570	2024-07-30 17:08:09.696372	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW9	L35328756	P	-44.1934970	168.9660400	2020-01-19		obsr6143070	S189583138	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2020 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353541549	2024-07-30 17:32:27.377494	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				6					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW17	L35328752	P	-44.1806490	168.9816080	2020-01-19		obsr6143070	S189583116	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	1		Newland Stream2020 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS892342211	2021-02-25 09:23:10.450371	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070					Routeburn Track--Routeburn Falls Hut	L6476435	H	-44.7259976	168.1993846	2020-02-01	09:15:00	obsr165977	S66933926	Incidental	P20	EBIRD				2	0	G5168860	0	1	1			Small wren observed while hiking - small wren bobbing on rock	
URN:CornellLabOfOrnithology:EBIRD:OBS892395515	2021-02-25 09:23:10.450371	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070					Routeburn Track--Routeburn Falls Hut	L6476435	H	-44.7259976	168.1993846	2020-02-01	09:15:00	obsr117062	S66933595	Incidental	P20	EBIRD				2	0	G5168860	0	1	1			Small wren observed while hiking - small wren bobbing on rock	
URN:CornellLabOfOrnithology:EBIRD:OBS889566918	2021-03-18 13:37:49.59407	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070					Crucible Lake	L3348768	H	-44.1735820	169.0045652	2020-03-06	11:17:00	obsr777275	S66697213	Incidental	P20	EBIRD				1	0		0	1	1			Freshly banded. Observed hopping and bobbin among the boulders about 100m off trail below the crest of the moraine.	
URN:CornellLabOfOrnithology:EBIRD:OBS874823073	2021-03-17 20:52:23.619902	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				18	FL	C4	FL		New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF20	Crucible Basin, Makarora	L6988911	P	-44.1751174	169.0059605	2020-03-05	06:40:00	obsr662115	S65504470	Traveling	P22	EBIRD_ATL_NZ	600	4.000		2	1		1	1	1		Aspiring Biodiversity Trust bird monitoring	transect survey monitoring occassion	
URN:CornellLabOfOrnithology:EBIRD:OBS927798242	2021-03-30 04:10:04.870803	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDG19	Upper Lucidus/ Castalia	L8228676	P	-44.2265536	168.9172833	2020-05-16	08:15:00	obsr662115	S69394051	Traveling	P22	EBIRD_ATL_NZ	180	4.000		2	1		0	1	1		Pre-winter predator control and bird monitoring	Only one noted during visit (are they in torpor now?), lots of stoat cleared post-lockdown	
URN:CornellLabOfOrnithology:EBIRD:OBS1016244851	2022-10-20 05:01:37.539296	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2	NB	C4	NB		New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF22	NZ (-44.182, 169.286)	L12786116	P	-44.1821614	169.2862008	2020-11-23	09:38:00	obsr1392623	S76581852	Traveling	P22	EBIRD_ATL_NZ	48	0.590		1	1		0	1	1			Pair seen. 1 with feather in its mouth. Displaying typical rock wren behaviour	
URN:CornellLabOfOrnithology:EBIRD:OBS1011062290	2021-04-02 05:56:45.282518	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				15	FL	C4	FL		New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDG19	Upper Lucidus/ Castalia	L8228676	P	-44.2265536	168.9172833	2020-11-10	08:00:00	obsr662115	S76172436	Traveling	P22	EBIRD_ATL_NZ	300	5.000		4	1		1	1	1		Records during Aspiring Biodiversity Trust rock wren monitoring and invasive mammal predator control intensification	Male rock wren (Castalia)	
URN:CornellLabOfOrnithology:EBIRD:OBS1030082942	2022-10-20 04:46:33.272001	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				19					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF20	Siberia Basin, North Branch	L12954335	P	-44.1265601	169.0274722	2020-12-13	13:00:00	obsr662115	S77570313	Traveling	P22	EBIRD_ATL_NZ	360	3.000		3	1		1	1	1		Aspiring Biodiversity Trust rock wren walkover survey		
URN:CornellLabOfOrnithology:EBIRD:OBS1031375615	2021-03-17 16:45:18.409701	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1				Male, Adult (1)	New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070					Mount Aspiring National Park, Mount Earnslaw NZ-Otago (-44.6543,168.3146)	L12970396	P	-44.6543330	168.3146400	2020-12-13	10:00:00	obsr1794425	S77659057	Traveling	P22	EBIRD	275	5.000		2	1	G6017559	0	1	1			Sighted on the Dart River walking track, Chinamans Bluff locale. Close (within range of 1 - 3 metres), very clear and prolonged sighting. Rock Wren exhibited usual species behaviour, sighted bobbing and foraging on moss covered rocks below the walking track, c.15metres above the river bank. Eliminated Rifleman species as possible identification due to this wrens distinctly taller/upright stance, longer legs, strongly defined white supercilium, vivid yellow flanks & rump, overall size, behaviour hopping /foraging on the rocks. Vocalisation completed confirmed identity as Rock Wren. Noted intense green of the typical male Fiordland morph. --Riflemen were sighted in the Dart River track however not in the same location as the Rock Wren, nor habitat, and certainly quite some distance apart.	
URN:CornellLabOfOrnithology:EBIRD:OBS1033613968	2021-03-17 16:45:18.409701	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1				Male, Adult (1)	New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070					Mount Aspiring National Park, Mount Earnslaw NZ-Otago (-44.6543,168.3146)	L12970396	P	-44.6543330	168.3146400	2020-12-13	10:00:00	obsr1511386	S77819884	Traveling	P22	EBIRD	275	5.000		2	1	G6017559	0	1	1			Sighted on the Dart River walking track, Chinamans Bluff locale. Close (within range of 1 - 3 metres), very clear and prolonged sighting. Rock Wren exhibited usual species behaviour, sighted bobbing and foraging on moss covered rocks below the walking track, c.15metres above the river bank. Eliminated Rifleman species as possible identification due to this wrens distinctly taller/upright stance, longer legs, strongly defined white supercilium, vivid yellow flanks & rump, overall size, behaviour hopping /foraging on the rocks. Vocalisation completed confirmed identity as Rock Wren. Noted intense green of the typical male Fiordland morph. --Riflemen were sighted in the Dart River track however not in the same location as the Rock Wren, nor habitat, and certainly quite some distance apart.	
URN:CornellLabOfOrnithology:EBIRD:OBS2353541578	2024-07-30 17:08:09.722855	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW5	L35328757	P	-44.1869280	168.9692760	2021-01-26		obsr6143070	S189583146	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2021 1080_tops+trap_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542568	2024-07-30 17:08:14.863917	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				1					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW3	L35328909	P	-44.1830320	168.9701640	2021-01-25		obsr6143070	S189583996	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2021 control_beech		
URN:CornellLabOfOrnithology:EBIRD:OBS2353542566	2024-07-30 17:08:14.856027	12976	species	avibase-19420218	South Island Wren	Xenicus gilviventris				2					New Zealand	NZ	Otago	NZ-OTA	Queenstown-Lakes District	NZ-OTA-070				blkDF19	Newland Stream NEW1	L35328908	P	-44.1826630	168.9734210	2021-01-24		obsr6143070	S189583994	Incidental	P20	EBIRD_ATL_NZ				1	0		0	1	0		Newland Stream2021 control_beech		
